gene,log2FC,pvalue,padj,mean_tumor,mean_normal,baseMean,regulation
GENE_02746,-0.018121537320396897,0.7513480397013579,0.9906007871464777,5.5531072442212,5.571228781541597,5.562168012881399,NS
GENE_02747,0.011385333795340458,0.8483585348897228,0.9921732246245829,5.549163232591426,5.537777898796086,5.543470565693756,NS
GENE_02748,-0.011782399771292695,0.791205657599242,0.9921732246245829,5.562926128821223,5.574708528592516,5.568817328706869,NS
GENE_02749,0.013720513881408714,0.8176868711451096,0.9921732246245829,5.552144042229265,5.538423528347856,5.545283785288561,NS
GENE_02750,-0.03586699625264256,0.47555534697144086,0.9869593401372023,5.556172349350225,5.592039345602868,5.574105847476547,NS
GENE_02751,-0.017081088336109218,0.7316244379554766,0.9906007871464777,5.531937774347284,5.549018862683393,5.540478318515339,NS
GENE_02752,-0.041477963788768335,0.37053677849985284,0.9869593401372023,5.565468491234973,5.606946455023741,5.586207473129357,NS
GENE_02753,-0.02715668357400336,0.642603089547217,0.9906007871464777,5.555807224664316,5.58296390823832,5.569385566451318,NS
GENE_02754,0.08952061327884309,0.0756595844284475,0.9241193752399924,5.547683533606648,5.458162920327805,5.502923226967226,NS
GENE_02755,0.0054265854365791455,0.9149710928723497,0.994294140420419,5.576086822278593,5.570660236842014,5.573373529560303,NS
GENE_02756,0.0013244754214349896,0.9776596823017406,0.9997733431489237,5.559791058383843,5.558466582962408,5.559128820673125,NS
GENE_02757,-0.06839302402366787,0.20604195870567785,0.9819741088303625,5.55407544226999,5.6224684662936575,5.588271954281824,NS
GENE_02758,0.08477300278384625,0.10996604250308263,0.9530430252008375,5.55098109522311,5.466208092439263,5.508594593831186,NS
GENE_02759,0.024455135003349504,0.6250378056767713,0.9906007871464777,5.579575795196391,5.555120660193041,5.5673482276947155,NS
GENE_02760,0.07329977959367362,0.1985394213150141,0.9782827327338426,5.531051718162891,5.457751938569217,5.494401828366054,NS
GENE_02761,-0.03955014277534996,0.46746301536190826,0.9869593401372023,5.57171830190805,5.6112684446834,5.591493373295725,NS
GENE_02762,0.05411020585385096,0.2560727500594983,0.9869593401372023,5.5539030510457374,5.4997928451918865,5.526847948118812,NS
GENE_02763,0.05648813143339737,0.29197837919079567,0.9869593401372023,5.558414501215821,5.501926369782423,5.530170435499122,NS
GENE_02764,-0.00024647851261772047,0.9966811525450913,0.9997733431489237,5.535780400898672,5.53602687941129,5.535903640154981,NS
GENE_02765,-0.034624759612248646,0.5853899857163817,0.9906007871464777,5.549545547348402,5.584170306960651,5.566857927154526,NS
GENE_02766,-0.04530264095643588,0.2539135714689267,0.9869593401372023,5.554526651246376,5.599829292202812,5.577177971724594,NS
GENE_02767,-0.021357940976377776,0.6504345501847129,0.9906007871464777,5.582582623094833,5.603940564071211,5.593261593583022,NS
GENE_02768,0.06299576931489348,0.25905901693582156,0.9869593401372023,5.563303731566719,5.500307962251825,5.531805846909272,NS
GENE_02769,0.038084261159538,0.46969809347362734,0.9869593401372023,5.572795451703482,5.534711190543944,5.553753321123713,NS
GENE_02770,0.04291351884911876,0.44331054091071437,0.9869593401372023,5.580194158218531,5.5372806393694125,5.558737398793972,NS
GENE_02771,-0.06643182296889982,0.22920332584115446,0.9869593401372023,5.547195234897672,5.613627057866572,5.580411146382122,NS
GENE_02772,0.022659030514323497,0.642116285578454,0.9906007871464777,5.589986569095062,5.567327538580739,5.578657053837901,NS
GENE_02773,-0.017212726589858285,0.7554338511846512,0.991262985535964,5.551295169782395,5.568507896372253,5.5599015330773245,NS
GENE_02774,0.0634657375269363,0.17936004052770743,0.969805762381504,5.543686733514513,5.480220995987577,5.511953864751045,NS
GENE_02775,-0.04732932810512924,0.33555693034102296,0.9869593401372023,5.5663742397869145,5.613703567892044,5.5900389038394795,NS
GENE_02776,0.004500842307424868,0.9304264347890858,0.9964658026728513,5.560485546084684,5.555984703777259,5.558235124930972,NS
GENE_02777,-0.041474889264994985,0.42819615900953734,0.9869593401372023,5.562011543939406,5.603486433204401,5.582748988571904,NS
GENE_02778,0.027980622021723356,0.5666247217159955,0.9906007871464777,5.608284725561397,5.580304103539674,5.594294414550536,NS
GENE_02779,0.030752056561644814,0.5735595758669215,0.9906007871464777,5.546894343640663,5.516142287079018,5.53151831535984,NS
GENE_02780,-0.004321218822642692,0.9337484530787541,0.9964658026728513,5.5273687631765585,5.531689981999201,5.52952937258788,NS
GENE_02781,-0.04312747074568346,0.3892689625949071,0.9869593401372023,5.545766763673547,5.5888942344192305,5.567330499046388,NS
GENE_02782,-0.01796867785166878,0.7203303004500176,0.9906007871464777,5.547028346243297,5.564997024094966,5.556012685169131,NS
GENE_02783,0.028296048596978096,0.5261840956612447,0.9906007871464777,5.550267204228928,5.52197115563195,5.536119179930439,NS
GENE_02784,-0.00436638416541868,0.9323193766311992,0.9964658026728513,5.556138994225204,5.560505378390623,5.5583221863079135,NS
GENE_02785,0.06006167767432391,0.22670780884050512,0.9869593401372023,5.567351905033661,5.507290227359337,5.537321066196499,NS
GENE_02786,0.01941508016788518,0.6927677252142301,0.9906007871464777,5.577935340450816,5.558520260282931,5.5682278003668735,NS
GENE_02787,-0.09193156421982884,0.05686252650391263,0.9038990800587142,5.55702571376971,5.648957277989539,5.602991495879625,NS
GENE_02788,0.058767326269125064,0.290919867961984,0.9869593401372023,5.552179050846209,5.493411724577084,5.522795387711646,NS
GENE_02789,-0.039999521994436904,0.47846161614806126,0.9870230653993868,5.528465643432873,5.56846516542731,5.548465404430091,NS
GENE_02790,0.03261333591711946,0.561529372634092,0.9906007871464777,5.516011924380105,5.483398588462985,5.499705256421545,NS
GENE_02791,0.002834567304672575,0.9519324563805996,0.9990250725366913,5.556507855632337,5.553673288327665,5.555090571980001,NS
GENE_02792,-0.06455206164262872,0.1693793754967086,0.969805762381504,5.55012636897671,5.614678430619339,5.582402399798024,NS
GENE_02793,-0.04856144087342429,0.35219146909441473,0.9869593401372023,5.546121375220679,5.594682816094103,5.570402095657391,NS
GENE_02794,-0.03757508806965948,0.4931819973487133,0.9895423370512599,5.538701292899921,5.57627638096958,5.55748883693475,NS
GENE_02795,-0.010860973069001467,0.8313950862950013,0.9921732246245829,5.554229548313696,5.5650905213826976,5.559660034848196,NS
GENE_02796,0.027265796018174804,0.605625574654384,0.9906007871464777,5.550258180813725,5.52299238479555,5.536625282804637,NS
GENE_02797,-0.029978724964944803,0.5202616977697719,0.9906007871464777,5.568562621740426,5.598541346705371,5.583551984222899,NS
GENE_02798,-0.03638472187139108,0.509710861324443,0.9906007871464777,5.555728413610916,5.5921131354823075,5.573920774546612,NS
GENE_02799,-0.0788550352442341,0.11357194143317181,0.9530430252008375,5.53514650656081,5.614001541805044,5.574574024182928,NS
GENE_02800,0.040343123275398796,0.44569930018790666,0.9869593401372023,5.5707258783470195,5.530382755071621,5.55055431670932,NS
GENE_02801,-0.007604634715684178,0.8805815851398989,0.994294140420419,5.549378596382718,5.556983231098402,5.55318091374056,NS
GENE_02802,-0.027218086175086142,0.556534565010091,0.9906007871464777,5.578903645635197,5.606121731810283,5.59251268872274,NS
GENE_02803,0.09486689528628833,0.08821069270061688,0.9455213496269633,5.551644728222681,5.4567778329363925,5.504211280579536,NS
GENE_02804,0.04314111130579601,0.3817331147847171,0.9869593401372023,5.551281023102147,5.508139911796351,5.529710467449249,NS
GENE_02805,-0.017640603037825997,0.7848730136697931,0.9921732246245829,5.554578198637876,5.572218801675702,5.563398500156789,NS
GENE_02806,-0.0433491144637248,0.41956688231298694,0.9869593401372023,5.566266539754361,5.609615654218086,5.587941096986223,NS
GENE_02807,-0.14339173205890532,0.0036768528612201776,0.3404493390018683,5.570734260016697,5.714125992075602,5.64243012604615,NS
GENE_02808,0.010561481247512994,0.8149790396279947,0.9921732246245829,5.5470086562349925,5.5364471749874795,5.5417279156112365,NS
GENE_02809,-0.02118186212273354,0.6932683431717038,0.9906007871464777,5.545191912169159,5.566373774291892,5.555782843230526,NS
GENE_02810,0.031459287224033794,0.5454488044497368,0.9906007871464777,5.561495126917119,5.5300358396930855,5.545765483305102,NS
GENE_02811,0.08941686246777891,0.10529404980252037,0.9529183266789675,5.552151833518673,5.462734971050894,5.507443402284784,NS
GENE_02812,0.051321531870955006,0.35660522280325385,0.9869593401372023,5.579970843530208,5.528649311659253,5.55431007759473,NS
GENE_02813,-0.002732558871027635,0.9568397709648016,0.9991581759476448,5.525797558052181,5.528530116923209,5.527163837487695,NS
GENE_02814,-0.04753086604511925,0.32723897568788635,0.9869593401372023,5.552077896486684,5.599608762531803,5.575843329509244,NS
GENE_02815,-0.025543734072913438,0.5840869722410729,0.9906007871464777,5.5530168623828615,5.578560596455775,5.565788729419318,NS
GENE_02816,0.05654589718535785,0.28268947103100894,0.9869593401372023,5.5592533513911135,5.502707454205756,5.530980402798434,NS
GENE_02817,-0.03299116909440869,0.5585807391602846,0.9906007871464777,5.560591105520829,5.593582274615238,5.577086690068033,NS
GENE_02818,0.08481520838609136,0.14581393874320417,0.969805762381504,5.548668848853103,5.463853640467011,5.506261244660057,NS
GENE_02819,-0.037641890624226626,0.457526960056347,0.9869593401372023,5.561896421473743,5.59953831209797,5.580717366785857,NS
GENE_02820,-0.033172996155510504,0.5395898848657621,0.9906007871464777,5.550427107032723,5.583600103188234,5.567013605110478,NS
GENE_02821,0.04553932132035676,0.36611282631103936,0.9869593401372023,5.589399067510612,5.543859746190256,5.566629406850434,NS
GENE_02822,0.03838697539048663,0.4816804410263491,0.9870230653993868,5.559085581585651,5.520698606195165,5.539892093890408,NS
GENE_02823,0.06949168700864838,0.21921184708720334,0.9869593401372023,5.584203538385469,5.514711851376821,5.549457694881145,NS
GENE_02824,0.0054376380822249715,0.91026700007676,0.994294140420419,5.564008720597078,5.558571082514853,5.561289901555966,NS
GENE_02825,0.014225707531349663,0.7641995660190857,0.991262985535964,5.510747211079427,5.4965215035480774,5.503634357313752,NS
GENE_02826,0.03915517682950043,0.39067672257502706,0.9869593401372023,5.563833489881798,5.524678313052298,5.544255901467048,NS
GENE_02827,-0.005169228703978845,0.9228150017813949,0.995774020524881,5.573919690680983,5.5790889193849615,5.576504305032972,NS
GENE_02828,-0.02789203056263201,0.5522429296454475,0.9906007871464777,5.578059194967119,5.6059512255297514,5.592005210248436,NS
GENE_02829,-0.04504712267396904,0.4237971250346898,0.9869593401372023,5.515478816031155,5.5605259387051245,5.53800237736814,NS
GENE_02830,0.06363376373351759,0.17828991698053603,0.969805762381504,5.560489185395815,5.496855421662297,5.528672303529056,NS
GENE_02831,-0.09880355935186458,0.05904534876034542,0.9038990800587142,5.528523057061417,5.627326616413281,5.577924836737349,NS
GENE_02832,-0.04355014599567042,0.4303586719362742,0.9869593401372023,5.578717830365999,5.62226797636167,5.600492903363834,NS
GENE_02833,-0.02487613232687025,0.6111487194882653,0.9906007871464777,5.547424491002367,5.572300623329237,5.559862557165802,NS
GENE_02834,-0.1211497631753522,0.00667972451382338,0.4826390544670072,5.557512296292197,5.678662059467549,5.6180871778798736,NS
GENE_02835,0.004942470144783329,0.9269055881395709,0.9964658026728513,5.579725825395946,5.574783355251163,5.577254590323554,NS
GENE_02836,2.4967495071415158e-05,0.9996426322133963,0.999802600629497,5.553862151693233,5.553837184198161,5.553849667945697,NS
GENE_02837,0.05736900329458816,0.2796048150290822,0.9869593401372023,5.581499392845583,5.524130389550995,5.552814891198288,NS
GENE_02838,-0.018939070917880052,0.695560111736573,0.9906007871464777,5.5566580836638995,5.5755971545817795,5.56612761912284,NS
GENE_02839,-0.039906897215457704,0.5005647602473452,0.9906007871464777,5.53364100196228,5.573547899177738,5.553594450570009,NS
GENE_02840,0.03630566899123089,0.49720962011772457,0.9906007871464777,5.576268637059827,5.539962968068596,5.5581158025642114,NS
GENE_02841,-0.02477798110185425,0.6323022579555662,0.9906007871464777,5.5601832969732765,5.584961278075131,5.572572287524204,NS
GENE_02842,-0.006585459820422024,0.9086412624666647,0.994294140420419,5.546987413010949,5.553572872831371,5.55028014292116,NS
GENE_02843,0.035884495062208366,0.4669121140254713,0.9869593401372023,5.554052381235952,5.518167886173743,5.536110133704847,NS
GENE_02844,-0.042300669822015635,0.3773264288317215,0.9869593401372023,5.54225836503102,5.584559034853036,5.563408699942028,NS
GENE_02845,-0.13323593654680987,0.03477076261086328,0.8710110874464749,5.559002345698722,5.6922382822455315,5.625620313972126,NS
GENE_02846,0.05262694637096299,0.30163781279264285,0.9869593401372023,5.582381591769619,5.529754645398656,5.556068118584138,NS
GENE_02847,0.07880081839231323,0.17679201038234094,0.969805762381504,5.584474795211024,5.505673976818711,5.545074386014868,NS
GENE_02848,0.08166184951200606,0.12339502667455675,0.9586313445817026,5.566175223685702,5.484513374173696,5.525344298929699,NS
GENE_02849,-0.00938576298433702,0.865089997796245,0.9929018643764642,5.56322168566813,5.572607448652467,5.567914567160298,NS
GENE_02850,0.056881497453455054,0.2263537876523513,0.9869593401372023,5.562094562370669,5.505213064917214,5.533653813643942,NS
GENE_02851,0.041171783211000346,0.4622959845849987,0.9869593401372023,5.559667357117898,5.518495573906898,5.539081465512398,NS
GENE_02852,0.06083946679904795,0.17807300389052455,0.969805762381504,5.572426013911152,5.511586547112104,5.542006280511629,NS
GENE_02853,-0.09652116819150791,0.07009221820319493,0.9102890050743779,5.5376883775913015,5.634209545782809,5.5859489616870555,NS
GENE_02854,-0.008989265554174786,0.8623297124415135,0.9929018643764642,5.560163479785111,5.569152745339286,5.564658112562199,NS
GENE_02855,0.015016215551287182,0.7742377948038842,0.991262985535964,5.555231873261098,5.540215657709811,5.547723765485454,NS
GENE_02856,-0.05270926571617096,0.31349570224644024,0.9869593401372023,5.545071511097265,5.597780776813436,5.5714261439553505,NS
GENE_02857,0.05113487003541284,0.3114411743324989,0.9869593401372023,5.57891525378454,5.5277803837491275,5.553347818766834,NS
GENE_02858,-0.06340351322474369,0.2300710775171093,0.9869593401372023,5.549063183759157,5.6124666969839,5.5807649403715285,NS
GENE_02859,-0.06821416770569311,0.15795843966451364,0.969805762381504,5.545148546935464,5.613362714641157,5.57925563078831,NS
GENE_02860,-0.06012317011403212,0.22236671218057538,0.9869593401372023,5.557520869033166,5.617644039147198,5.587582454090182,NS
GENE_02861,-0.10416487622741588,0.0600303030875821,0.9038990800587142,5.536529688680577,5.640694564907993,5.588612126794285,NS
GENE_02862,0.08277728912023719,0.08259756288824847,0.9308272250628864,5.569067725125723,5.486290436005485,5.527679080565604,NS
GENE_02863,-0.029160028003785143,0.5201219304088741,0.9906007871464777,5.546416250304814,5.575576278308599,5.560996264306707,NS
GENE_02864,0.01365819046305461,0.7891113938063163,0.9921732246245829,5.517089832286065,5.503431641823011,5.510260737054538,NS
GENE_02865,-0.015653476402075484,0.765368790294567,0.991262985535964,5.558317902461447,5.573971378863522,5.566144640662484,NS
GENE_02866,0.035737587307521856,0.43460326474752486,0.9869593401372023,5.564264717306501,5.528527129998979,5.5463959236527405,NS
GENE_02867,-0.10299980985409807,0.03192466777170436,0.8474485144738273,5.555515193184878,5.658515003038976,5.607015098111926,NS
GENE_02868,0.0453966418091607,0.4824506924621349,0.9870230653993868,5.559123302468301,5.51372666065914,5.53642498156372,NS
GENE_02869,-0.019583141324650555,0.6852396340383234,0.9906007871464777,5.581965414398732,5.601548555723382,5.591756985061057,NS
GENE_02870,-0.05995142816160026,0.2772288779458355,0.9869593401372023,5.532640620623195,5.5925920487847955,5.562616334703995,NS
GENE_02871,-0.06536754701852665,0.16167648893420428,0.969805762381504,5.54929655438611,5.614664101404637,5.581980327895374,NS
GENE_02872,0.03869544088775889,0.4354280004499844,0.9869593401372023,5.5387165915022445,5.500021150614486,5.519368871058365,NS
GENE_02873,0.036189232826102646,0.5012046074775491,0.9906007871464777,5.557868304605214,5.521679071779111,5.539773688192163,NS
GENE_02874,0.08187697897471136,0.08021142413336073,0.9270037495217542,5.5701480585583525,5.488271079583641,5.529209569070996,NS
GENE_02875,-0.06223577585767792,0.24633397935973983,0.9869593401372023,5.551207979999544,5.613443755857222,5.582325867928383,NS
GENE_02876,-0.059433978417960276,0.28764811610159485,0.9869593401372023,5.548103076936119,5.607537055354079,5.577820066145099,NS
GENE_02877,0.030634108176331942,0.5004399544800923,0.9906007871464777,5.576481138873302,5.5458470306969705,5.561164084785137,NS
GENE_02878,-0.07578149635853748,0.07894346379460272,0.9270037495217542,5.584824746351856,5.660606242710394,5.622715494531125,NS
GENE_02879,-0.029570822907255767,0.5750618617580711,0.9906007871464777,5.529634934152325,5.559205757059581,5.544420345605953,NS
GENE_02880,0.015611424786342809,0.7766712724750653,0.991262985535964,5.564937827507806,5.549326402721463,5.5571321151146345,NS
GENE_02881,-0.0299831060149236,0.49210084647564106,0.9893523668349076,5.5764799369412215,5.606463042956145,5.591471489948683,NS
GENE_02882,0.03135428519942263,0.5718151566224849,0.9906007871464777,5.556843982220486,5.525489697021063,5.541166839620775,NS
GENE_02883,0.00039258774629935544,0.9947674839298315,0.9997733431489237,5.563725865772721,5.5633332780264215,5.563529571899571,NS
GENE_02884,-0.0031560335796276817,0.9557550730689813,0.9991581759476448,5.57741114989437,5.580567183473998,5.578989166684185,NS
GENE_02885,-0.03462663257862708,0.5093100314880643,0.9906007871464777,5.551903247971418,5.586529880550045,5.569216564260731,NS
GENE_02886,-0.01220463203374944,0.8225713445426723,0.9921732246245829,5.517428554031114,5.5296331860648635,5.523530870047988,NS
GENE_02887,0.04043761486551478,0.42076206661693255,0.9869593401372023,5.541060555877169,5.500622941011654,5.520841748444411,NS
GENE_02888,0.11168985928724684,0.05861955631719602,0.9038990800587142,5.566733651185652,5.455043791898405,5.510888721542029,NS
GENE_02889,-0.05598666809503694,0.28138039703817375,0.9869593401372023,5.55921598233292,5.615202650427957,5.587209316380438,NS
GENE_02890,0.014427872737217129,0.78294859555406,0.9921732246245829,5.533566430136366,5.519138557399149,5.5263524937677575,NS
GENE_02891,-0.029897052904848564,0.5381960438158258,0.9906007871464777,5.534573041031479,5.564470093936327,5.549521567483903,NS
GENE_02892,0.004824139577229047,0.9199890478853585,0.9954867640726265,5.559364800372518,5.554540660795289,5.5569527305839035,NS
GENE_02893,-0.015710199018488247,0.7801029435708339,0.9917497233993265,5.562837068428811,5.578547267447299,5.570692167938056,NS
GENE_02894,-0.08524070385415339,0.07200967219518864,0.9110872132994163,5.533725217329144,5.618965921183297,5.576345569256221,NS
GENE_02895,0.012186206562705415,0.8025737826588468,0.9921732246245829,5.528099911137007,5.515913704574301,5.522006807855654,NS
GENE_02896,-0.008510475684271768,0.9003571983710548,0.994294140420419,5.559324326740235,5.567834802424507,5.563579564582371,NS
GENE_02897,0.029594714744916928,0.5854022224943253,0.9906007871464777,5.561201560458845,5.531606845713928,5.546404203086387,NS
GENE_02898,0.0359602630021163,0.4572363381126097,0.9869593401372023,5.547476339274993,5.511516076272876,5.529496207773935,NS
GENE_02899,-0.06066330251793328,0.3037025268678647,0.9869593401372023,5.524682642729784,5.585345945247718,5.5550142939887515,NS
GENE_02900,0.004191230842783611,0.9369583331762603,0.9964693984806059,5.561091258929431,5.556900028086647,5.558995643508039,NS
GENE_02901,0.040611030869030174,0.44148900449938056,0.9869593401372023,5.55056736197938,5.50995633111035,5.530261846544865,NS
GENE_02902,0.03703550092354124,0.4718232664160514,0.9869593401372023,5.55863792317938,5.521602422255839,5.540120172717609,NS
GENE_02903,0.01011295160575365,0.8472331227013599,0.9921732246245829,5.552369964166602,5.542257012560849,5.547313488363725,NS
GENE_02904,-0.01802207938550726,0.6929246470601971,0.9906007871464777,5.546282223284803,5.56430430267031,5.555293262977557,NS
GENE_02905,0.0031972696491662234,0.9534005110790793,0.9991581759476448,5.57000677998056,5.566809510331394,5.568408145155978,NS
GENE_02906,-0.047381665091212,0.3363480127080821,0.9869593401372023,5.506590387761524,5.553972052852736,5.53028122030713,NS
GENE_02907,-0.08038897139701273,0.1259918187546643,0.9604794630325862,5.559071591230804,5.639460562627817,5.599266076929311,NS
GENE_02908,-0.004477200593536956,0.9317214826167856,0.9964658026728513,5.580433162512972,5.584910363106509,5.58267176280974,NS
GENE_02909,-0.0155267580910321,0.717508366289644,0.9906007871464777,5.561370343333047,5.576897101424079,5.569133722378563,NS
GENE_02910,-0.005666900678040321,0.9185369931987998,0.9951188405011129,5.54152148457257,5.54718838525061,5.54435493491159,NS
GENE_02911,0.010139533330997708,0.8169292123385162,0.9921732246245829,5.544544574616326,5.5344050412853285,5.539474807950827,NS
GENE_02912,0.0010892417159027445,0.9825490373553136,0.9997733431489237,5.553120826941546,5.552031585225643,5.552576206083595,NS
GENE_02913,0.04946124425901388,0.3590682712233769,0.9869593401372023,5.568524648667951,5.5190634044089375,5.543794026538444,NS
GENE_02914,0.06180339752587294,0.1843735078651267,0.9732554258083124,5.5530899524607085,5.4912865549348355,5.522188253697772,NS
GENE_02915,0.0028293644729071588,0.956092040626408,0.9991581759476448,5.549731786625496,5.546902422152589,5.548317104389042,NS
GENE_02916,0.023306623340721977,0.6736754812976694,0.9906007871464777,5.576018505295826,5.552711881955104,5.564365193625465,NS
GENE_02917,0.05027987250644017,0.32116624078269246,0.9869593401372023,5.597524193094131,5.547244320587691,5.572384256840911,NS
GENE_02918,-0.03922499404546098,0.44921334524101375,0.9869593401372023,5.544268485049703,5.583493479095164,5.563880982072433,NS
GENE_02919,0.015759445128367133,0.7571762516303611,0.991262985535964,5.567306585524127,5.55154714039576,5.559426862959944,NS
GENE_02920,-0.006200475322740928,0.9036986192736551,0.994294140420419,5.563360621023508,5.5695610963462485,5.566460858684878,NS
GENE_02921,0.021857687736922315,0.6450650464309103,0.9906007871464777,5.566214719531082,5.54435703179416,5.555285875662621,NS
GENE_02922,-0.029116916574262852,0.574621036255396,0.9906007871464777,5.552930602791001,5.582047519365264,5.567489061078133,NS
GENE_02923,0.04439612981894392,0.38559997548321606,0.9869593401372023,5.57334693661704,5.528950806798096,5.551148871707568,NS
GENE_02924,-0.0933363567073533,0.05372642093186577,0.8995633647091456,5.556007447501624,5.649343804208978,5.602675625855301,NS
GENE_02925,-0.020752769381476632,0.6786234201952093,0.9906007871464777,5.583130628317631,5.603883397699108,5.59350701300837,NS
GENE_02926,-0.047636485153597086,0.3504077489710489,0.9869593401372023,5.551056564227848,5.5986930493814455,5.574874806804647,NS
GENE_02927,-0.010778560051940111,0.8546677992864664,0.9921732246245829,5.571852303409487,5.582630863461427,5.577241583435457,NS
GENE_02928,0.004666556528776233,0.9296223843027488,0.9964658026728513,5.553768701625883,5.549102145097107,5.551435423361495,NS
GENE_02929,-0.020586507664679843,0.6974742942988575,0.9906007871464777,5.558441239924226,5.579027747588905,5.5687344937565655,NS
GENE_02930,-0.0007138742894854389,0.9897920331200091,0.9997733431489237,5.554350308029391,5.555064182318876,5.554707245174134,NS
GENE_02931,-0.02459796451335361,0.6379223329040974,0.9906007871464777,5.5612043660119355,5.585802330525289,5.573503348268613,NS
GENE_02932,0.0013048154631549735,0.9800576582304417,0.9997733431489237,5.546770575410698,5.545465759947543,5.54611816767912,NS
GENE_02933,0.04805371399769154,0.3451175886901722,0.9869593401372023,5.5326997990821685,5.484646085084477,5.508672942083322,NS
GENE_02934,0.06654601349170175,0.18347290855193593,0.9732554258083124,5.545212858958844,5.478666845467142,5.511939852212993,NS
GENE_02935,0.0731113030493562,0.19008086461714918,0.9747908287994269,5.581575222008212,5.508463918958856,5.545019570483534,NS
GENE_02936,0.061725244139100965,0.23906500020209287,0.9869593401372023,5.563517997080738,5.501792752941637,5.5326553750111875,NS
GENE_02937,0.025033073468787137,0.6195129324783966,0.9906007871464777,5.56290278708458,5.537869713615793,5.550386250350186,NS
GENE_02938,0.11846135557178794,0.04498018793104497,0.8895366987644774,5.586360841657177,5.467899486085389,5.527130163871282,NS
GENE_02939,-0.03560718403838159,0.4846427406975173,0.9870230653993868,5.548500770252612,5.584107954290993,5.5663043622718025,NS
GENE_02940,0.001802418895438862,0.9714250031142284,0.9997733431489237,5.540220446780958,5.538418027885519,5.539319237333238,NS
GENE_02941,-0.005096990359666265,0.9224272232708305,0.9957711707845515,5.552365617677088,5.557462608036754,5.554914112856921,NS
GENE_02942,0.008674677890077476,0.8684578986076639,0.9930824710646935,5.558757332400821,5.550082654510743,5.554419993455782,NS
GENE_02943,-0.015438039341120202,0.7635504938024653,0.991262985535964,5.566127742299999,5.581565781641119,5.573846761970559,NS
GENE_02944,0.06071760723709296,0.2767448035997861,0.9869593401372023,5.558009695037447,5.497292087800354,5.527650891418901,NS
GENE_02945,0.04625480335016974,0.3287172416433635,0.9869593401372023,5.5865639585627624,5.540309155212593,5.563436556887678,NS
GENE_02946,0.005405604732636071,0.9101910695102634,0.994294140420419,5.5571694071354285,5.551763802402792,5.554466604769111,NS
GENE_02947,0.1057544077775825,0.041212424730605546,0.8721583348646612,5.541341321875748,5.435586914098166,5.4884641179869575,NS
GENE_02948,0.0538059325234892,0.29094503907156627,0.9869593401372023,5.553158681346049,5.4993527488225595,5.526255715084304,NS
GENE_02949,0.015432406521062703,0.758878277308066,0.991262985535964,5.568676746463676,5.553244339942613,5.560960543203144,NS
GENE_02950,0.10533294158999773,0.039947235012810105,0.8721583348646612,5.552497442465245,5.447164500875247,5.499830971670246,NS
GENE_02951,-0.032645680497657814,0.5293662823607815,0.9906007871464777,5.531939224683843,5.5645849051815,5.548262064932672,NS
GENE_02952,-0.006967142002593185,0.8959570868926467,0.994294140420419,5.545871323732727,5.55283846573532,5.549354894734023,NS
GENE_02953,0.001046581135462965,0.9854463369266773,0.9997733431489237,5.565330290368971,5.564283709233508,5.56480699980124,NS
GENE_02954,-0.06838842268821654,0.22991148804100286,0.9869593401372023,5.55841146485864,5.626799887546857,5.592605676202748,NS
GENE_02955,0.057853682675560236,0.21074545366614708,0.9867859377247202,5.562604229489358,5.504750546813797,5.5336773881515775,NS
GENE_02956,-0.007383361975365155,0.8959115707615992,0.994294140420419,5.533012718822114,5.540396080797479,5.536704399809796,NS
GENE_02957,-0.03439028607156125,0.5301637522036724,0.9906007871464777,5.523849271853444,5.558239557925005,5.541044414889225,NS
GENE_02958,0.016382932318163235,0.7785214439086119,0.991262985535964,5.527453706001777,5.511070773683614,5.519262239842696,NS
GENE_02959,-0.08339868353659874,0.10827759210687578,0.9529183266789675,5.545474172928859,5.628872856465458,5.587173514697159,NS
GENE_02960,0.012924490440994418,0.8207111429581417,0.9921732246245829,5.572494918400542,5.559570427959548,5.566032673180045,NS
GENE_02961,0.09415743405081933,0.08609839570389821,0.9440613564023926,5.553819791969537,5.459662357918718,5.506741074944127,NS
GENE_02962,-0.0011887890590802641,0.9809182862856314,0.9997733431489237,5.58000371040799,5.58119249946707,5.58059810493753,NS
GENE_02963,-0.036086163486753975,0.45655260904107103,0.9869593401372023,5.5530331284015935,5.589119291888347,5.5710762101449705,NS
GENE_02964,-0.048766025361243415,0.27530651678450474,0.9869593401372023,5.561576610260251,5.610342635621494,5.585959622940873,NS
GENE_02965,-0.08374196672789314,0.11067624637821633,0.9530430252008375,5.539161174709736,5.622903141437629,5.581032158073683,NS
GENE_02966,0.03736223944990602,0.4629045775691908,0.9869593401372023,5.568589092606915,5.531226853157009,5.549907972881963,NS
GENE_02967,0.10193098770309739,0.09736968316493166,0.9470717258346942,5.574051878091144,5.472120890388046,5.523086384239595,NS
GENE_02968,0.02009982747608241,0.7096121334878088,0.9906007871464777,5.575161363793557,5.555061536317474,5.565111450055515,NS
GENE_02969,0.04033567239095337,0.47202700468883224,0.9869593401372023,5.569434282831168,5.529098610440214,5.549266446635691,NS
GENE_02970,0.017302441681064984,0.7396636079476656,0.9906007871464777,5.560855881583041,5.543553439901976,5.552204660742509,NS
GENE_02971,0.03913801862448629,0.4484656599395932,0.9869593401372023,5.5534850450735,5.5143470264490135,5.533916035761257,NS
